result,r_multiple,end_bar,tp1_hit,entry,exit,symbol,signal,trade_type,rr_signal,signal_time
BE_WIN,1.29,7,False,125.406,126.33509902941192,AAVE/USDT,BUY,trend,4.68,2026-02-16 05:45:00
BE_WIN,0.0,2,False,114.612,114.612,AAVE/USDT,SELL,range,5.15,2026-03-02 11:45:00
BE_WIN,0.0,1,False,118.808,118.808,AAVE/USDT,SELL,range,6.03,2026-03-05 20:30:00
LOSS,-1.0,1,False,116.835,117.21021465663583,AAVE/USDT,SELL,range,3.17,2026-03-05 23:45:00
LOSS,-1.0,3,False,116.917,117.71468233292289,AAVE/USDT,SELL,range,1.59,2026-03-06 05:15:00
BE_WIN,0.0,2,False,117.785,117.785,AAVE/USDT,SELL,range,2.68,2026-03-06 08:30:00
LOSS,-1.0,7,False,110.676,109.80405485270136,AAVE/USDT,BUY,bounce,3.74,2026-03-07 11:00:00
LOSS,-1.0,5,False,108.532,107.93193151616389,AAVE/USDT,BUY,bounce,3.71,2026-03-08 01:30:00
LOSS,-1.0,13,False,106.002,105.46758337084769,AAVE/USDT,BUY,bounce,6.74,2026-03-08 18:45:00
BE_WIN,0.0,15,False,105.821,105.821,AAVE/USDT,BUY,bounce,4.96,2026-03-27 04:30:00
LOSS,-1.0,5,False,97.404,96.80882171994209,AAVE/USDT,BUY,bounce,15.68,2026-03-28 09:15:00
BE_WIN,0.0,1,False,94.675,94.675,AAVE/USDT,BUY,bounce,4.72,2026-04-04 02:45:00
BE_WIN,2.72,3,False,94.497,94.9917969461378,AAVE/USDT,BUY,bounce,5.5,2026-04-04 06:00:00
BE_WIN,0.0,29,False,13.2362,13.2362,LINK/USDT,SELL,range,1.53,2026-01-10 13:30:00
LOSS,-1.0,1,False,13.2337,13.253412800880016,LINK/USDT,SELL,range,6.95,2026-01-11 03:45:00
LOSS,-1.0,3,False,13.2021,13.23018936346187,LINK/USDT,SELL,range,3.75,2026-01-11 05:15:00
LOSS,-1.0,3,False,13.2035,13.229071122977578,LINK/USDT,SELL,range,4.18,2026-01-11 09:30:00
LOSS,-1.0,1,False,13.2056,13.227500690933153,LINK/USDT,SELL,range,4.97,2026-01-11 13:45:00
BE_WIN,0.0,2,False,13.2254,13.2254,LINK/USDT,SELL,range,4.01,2026-01-11 15:00:00
LOSS,-1.0,12,False,13.7402,13.673780241931526,LINK/USDT,BUY,bounce,2.18,2026-01-17 08:00:00
BE_WIN,0.86,5,False,13.8033,13.779196118528215,LINK/USDT,SELL,range,2.57,2026-01-18 16:00:00
BE_WIN,0.0,1,False,13.8552,13.8552,LINK/USDT,SELL,range,4.2,2026-01-18 18:45:00
WIN,2.65,52,True,12.8014,12.3825,LINK/USDT,SELL,trend,1.57,2026-01-20 02:00:00
LOSS,-1.0,2,False,11.8851,11.969081961273325,LINK/USDT,SELL,range,1.73,2026-01-27 14:30:00
LOSS,-1.0,1,False,11.9407,11.963969241331604,LINK/USDT,SELL,range,1.89,2026-01-28 06:30:00
LOSS,-1.0,11,False,10.8262,10.569317918803467,LINK/USDT,BUY,bounce,4.81,2026-01-30 15:30:00
LOSS,-1.0,5,False,10.729,10.693087146828505,LINK/USDT,BUY,bounce,7.31,2026-01-31 05:00:00
BE_WIN,1.59,33,False,9.9587,9.7457457339294,LINK/USDT,SELL,trend,7.36,2026-02-01 06:30:00
BE_WIN,1.53,94,False,9.7874,9.392557909027673,LINK/USDT,SELL,trend,2.97,2026-02-02 19:45:00
LOSS,-1.0,20,False,8.8812,9.024733114916112,LINK/USDT,SELL,trend,12.0,2026-02-06 23:15:00
LOSS,-1.0,1,False,8.7468,8.718546298422709,LINK/USDT,BUY,range,10.35,2026-02-09 08:00:00
LOSS,-1.0,22,False,8.5128,8.475767650472765,LINK/USDT,BUY,bounce,13.62,2026-02-10 21:45:00
LOSS,-1.0,1,False,8.4749,8.449567629455789,LINK/USDT,BUY,range,3.51,2026-02-12 07:15:00
BE_WIN,0.0,2,False,8.4043,8.4043,LINK/USDT,SELL,range,8.39,2026-02-13 01:45:00
LOSS,-1.0,2,False,8.3187,8.380087866214682,LINK/USDT,SELL,range,2.35,2026-02-13 06:15:00
BE_WIN,0.0,1,False,8.4554,8.4554,LINK/USDT,SELL,range,14.81,2026-02-13 09:45:00
BE_WIN,0.0,63,False,9.0658,9.0658,LINK/USDT,BUY,trend,4.82,2026-02-14 16:45:00
BE_WIN,0.0,5,False,8.8681,8.8681,LINK/USDT,SELL,range,2.75,2026-02-18 04:00:00
LOSS,-1.0,1,False,8.8587,8.87633097353334,LINK/USDT,SELL,range,4.2,2026-02-18 06:45:00
BE_WIN,3.0,10,False,8.918,8.805990038287547,LINK/USDT,SELL,range,3.57,2026-02-18 08:30:00
LOSS,-1.0,2,False,8.93,8.95140317844668,LINK/USDT,SELL,range,6.79,2026-02-21 10:30:00
BE_WIN,0.89,4,False,8.9761,8.954025107058877,LINK/USDT,SELL,range,1.66,2026-02-21 14:30:00
LOSS,-1.0,2,False,8.896,8.920839239648487,LINK/USDT,SELL,range,4.48,2026-02-21 16:45:00
LOSS,-1.0,1,False,8.8501,8.87595841158007,LINK/USDT,SELL,range,2.53,2026-02-22 01:00:00
BE_WIN,2.26,1,False,8.4726,8.535024600914305,LINK/USDT,BUY,bounce,3.3,2026-02-23 12:15:00
LOSS,-1.0,4,False,8.3097,8.244419234466045,LINK/USDT,BUY,bounce,3.89,2026-02-24 00:00:00
LOSS,-1.0,2,False,8.2118,8.152204198940073,LINK/USDT,BUY,bounce,5.9,2026-02-24 03:45:00
LOSS,-1.0,21,False,8.1843,8.105948050062187,LINK/USDT,BUY,bounce,4.84,2026-02-24 08:15:00
BE_WIN,1.99,42,False,8.1531,8.374678775984993,LINK/USDT,BUY,bounce,3.7,2026-02-24 14:30:00
BE_WIN,0.0,1,False,8.7953,8.7953,LINK/USDT,BUY,range,3.14,2026-03-03 17:30:00
LOSS,-1.0,1,False,8.8187,8.787999786535703,LINK/USDT,BUY,range,3.07,2026-03-04 03:00:00
BE_WIN,1.38,1,False,8.7448,8.778152337024002,LINK/USDT,BUY,bounce,4.61,2026-03-07 14:15:00
LOSS,-1.0,1,False,8.595,8.57287480574862,LINK/USDT,BUY,bounce,7.06,2026-03-08 04:30:00
LOSS,-1.0,1,False,8.7645,8.790054890753922,LINK/USDT,SELL,range,1.61,2026-03-31 21:30:00
BE_WIN,0.0,2,False,8.6952,8.6952,LINK/USDT,BUY,range,2.26,2026-04-03 13:45:00
BE_WIN,0.0,29,False,8.6327,8.6327,LINK/USDT,BUY,range,2.05,2026-04-04 02:45:00
BE_WIN,0.0,60,False,2.5854,2.5854,ATOM/USDT,BUY,trend,2.38,2026-01-11 01:15:00
LOSS,-1.0,12,False,2.5729,2.5459152570839754,ATOM/USDT,BUY,trend,2.55,2026-01-12 14:15:00
LOSS,-1.0,3,False,2.4883,2.4788593517429804,ATOM/USDT,BUY,bounce,1.9,2026-01-16 09:30:00
BE_WIN,0.88,3,False,2.3736,2.3791834516764063,ATOM/USDT,BUY,range,2.14,2026-01-24 10:15:00
BE_WIN,0.0,1,False,2.2249,2.2249,ATOM/USDT,SELL,range,3.02,2026-01-28 04:45:00
BE_WIN,0.0,1,False,1.8148,1.8148,ATOM/USDT,BUY,bounce,5.98,2026-02-06 09:15:00
LOSS,-1.0,1,False,1.9702,1.975877940717102,ATOM/USDT,SELL,range,1.66,2026-02-08 15:15:00
BE_WIN,2.1,1,False,1.9134,1.9301354055799433,ATOM/USDT,BUY,range,6.12,2026-02-09 11:45:00
LOSS,-1.0,2,False,1.8466,1.8377860202156509,ATOM/USDT,BUY,bounce,10.71,2026-02-27 21:00:00
LOSS,-1.0,31,False,1.84,1.8107591490046495,ATOM/USDT,BUY,bounce,3.45,2026-02-27 22:30:00
BE_WIN,0.0,1,False,1.8093,1.8093,ATOM/USDT,BUY,bounce,14.57,2026-03-06 23:45:00
BE_WIN,0.0,63,False,1.7626,1.7626,ATOM/USDT,SELL,trend,4.67,2026-03-08 04:45:00
BE_WIN,0.86,2,False,1.7916,1.7984104336372397,ATOM/USDT,BUY,bounce,5.15,2026-03-20 16:30:00
BE_WIN,0.0,4,False,1.8408,1.8408,ATOM/USDT,SELL,range,1.59,2026-03-21 14:15:00
BE_WIN,0.0,2,False,1.8402,1.8402,ATOM/USDT,SELL,range,1.85,2026-03-21 17:00:00
BE_WIN,1.25,7,False,1.7937,1.7890611018868843,ATOM/USDT,SELL,range,2.13,2026-03-24 11:45:00
LOSS,-1.0,4,False,1.7966,1.8015688968705115,ATOM/USDT,SELL,range,2.17,2026-03-25 03:45:00
LOSS,-1.0,1,False,1.7926,1.7965939768196322,ATOM/USDT,SELL,range,1.7,2026-03-25 06:45:00
BE_WIN,1.64,45,False,1.6877,1.7139436506469015,ATOM/USDT,BUY,bounce,5.68,2026-03-26 21:15:00
LOSS,-1.0,2,False,1.6241,1.6149756280262895,ATOM/USDT,BUY,bounce,8.5,2026-04-02 12:30:00
WIN,4.01,34,True,1.6501,1.7036,ATOM/USDT,BUY,bounce,3.86,2026-04-02 19:45:00
BE_WIN,3.76,10,False,1.6691,1.6977481010427473,ATOM/USDT,BUY,range,4.27,2026-04-05 21:30:00
BE_WIN,0.0,30,False,711.17,711.17,XMR/USDT,BUY,trend,3.74,2026-01-15 07:15:00
WIN,2.15,115,True,622.21,554.16,XMR/USDT,SELL,trend,2.01,2026-01-16 23:30:00
LOSS,-1.0,26,False,589.58,606.6015456249976,XMR/USDT,SELL,trend,2.08,2026-01-18 14:15:00
LOSS,-1.0,5,False,501.76,491.23533120695095,XMR/USDT,BUY,bounce,9.32,2026-01-21 12:30:00
BE_WIN,0.0,74,False,526.09,526.09,XMR/USDT,SELL,trend,2.13,2026-01-22 01:30:00
LOSS,-1.0,20,False,518.79,528.7932479255927,XMR/USDT,SELL,trend,2.51,2026-01-23 01:00:00
BE_WIN,0.0,3,False,525.54,525.54,XMR/USDT,SELL,range,3.56,2026-01-24 09:15:00
BE_WIN,1.05,3,False,517.12,511.7732394489532,XMR/USDT,SELL,range,1.99,2026-01-24 14:30:00
LOSS,-1.0,2,False,507.21,509.119083877364,XMR/USDT,SELL,range,4.14,2026-01-24 19:45:00
BE_WIN,0.0,6,False,477.86,477.86,XMR/USDT,SELL,range,4.63,2026-01-28 12:30:00
BE_WIN,0.0,1,False,478.14,478.14,XMR/USDT,SELL,range,5.41,2026-01-28 14:45:00
BE_WIN,0.0,1,False,469.5,469.5,XMR/USDT,SELL,range,4.49,2026-01-28 23:15:00
BE_WIN,0.0,1,False,473.61,473.61,XMR/USDT,SELL,range,6.88,2026-01-29 07:00:00
LOSS,-1.0,14,False,386.69,379.418540234706,XMR/USDT,BUY,bounce,3.94,2026-02-02 23:30:00
LOSS,-1.0,4,False,302.68,314.1296858726666,XMR/USDT,SELL,trend,2.31,2026-02-06 12:30:00
LOSS,-1.0,36,False,322.79,337.82557854998316,XMR/USDT,SELL,trend,3.09,2026-02-06 19:00:00
WIN,2.25,5,True,328.38,333.98,XMR/USDT,BUY,range,2.0,2026-02-19 18:00:00
BE_WIN,0.0,1,False,323.13,323.13,XMR/USDT,BUY,range,11.89,2026-02-22 02:00:00
BE_WIN,1.15,1,False,344.23,342.91974379212263,XMR/USDT,SELL,range,5.7,2026-03-03 01:00:00
BE_WIN,0.0,5,False,341.97,341.97,XMR/USDT,SELL,range,3.32,2026-03-03 02:15:00
LOSS,-1.0,2,False,341.46,340.4457318875591,XMR/USDT,BUY,range,3.06,2026-03-04 00:45:00
BE_WIN,0.0,2,False,341.01,341.01,XMR/USDT,BUY,range,2.38,2026-03-04 06:30:00
BE_WIN,0.0,19,False,365.88,365.88,XMR/USDT,BUY,trend,1.67,2026-03-05 07:15:00
BE_WIN,0.0,2,False,343.95,343.95,XMR/USDT,SELL,range,2.17,2026-03-10 01:00:00
BE_WIN,0.0,1,False,343.73,343.73,XMR/USDT,SELL,range,2.35,2026-03-10 03:15:00
BE_WIN,1.06,2,False,345.71,344.71445704140297,XMR/USDT,SELL,range,1.59,2026-03-10 07:15:00
LOSS,-1.0,1,False,356.11,354.453624530055,XMR/USDT,BUY,range,2.31,2026-03-15 14:45:00
BE_WIN,1.67,1,False,324.05,326.1292193686,XMR/USDT,BUY,range,3.94,2026-03-31 01:00:00
LOSS,-1.0,1,False,326.67,328.1991507962978,XMR/USDT,SELL,range,1.6,2026-04-02 05:15:00
LOSS,-1.0,3,False,318.43,315.9514212115331,XMR/USDT,BUY,bounce,4.24,2026-04-04 09:15:00
BE_WIN,1.32,1,False,2.0663,2.094047998478734,DOT/USDT,BUY,bounce,2.45,2026-01-09 15:00:00
BE_WIN,0.0,55,False,1.9537,1.9537,DOT/USDT,SELL,trend,2.5,2026-01-20 13:00:00
BE_WIN,0.83,22,False,1.9414,1.9233442697599623,DOT/USDT,SELL,trend,2.66,2026-01-21 07:30:00
