result,r_multiple,end_bar,tp1_hit,entry,exit,symbol,signal,trade_type,rr_signal,signal_time
LOSS,-1.0,8,False,686.897,663.9319440156879,ZEC/USDT,BUY,trend,2.31,2025-11-17 11:15:00
LOSS,-1.0,33,False,600.592,631.9037975998828,ZEC/USDT,SELL,trend,1.73,2025-11-19 03:45:00
BE_WIN,0.0,17,False,296.611,296.611,ZEC/USDT,SELL,trend,2.66,2026-02-01 12:15:00
BE_WIN,0.0,3,False,0.1908,0.1908,ALGO/USDT,SELL,trend,2.65,2025-10-12 12:30:00
LOSS,-1.0,66,False,0.2009,0.20780733455742073,ALGO/USDT,SELL,trend,1.95,2025-10-13 00:30:00
BE_WIN,0.0,22,False,0.1611,0.1611,ALGO/USDT,SELL,trend,2.14,2025-11-05 21:00:00
BE_WIN,0.0,33,False,0.1601,0.1601,ALGO/USDT,SELL,trend,2.8,2025-11-06 05:00:00
LOSS,-1.0,7,False,0.1368,0.1383465290304146,ALGO/USDT,SELL,trend,2.78,2025-11-23 10:00:00
BE_WIN,1.84,19,False,0.1202,0.11814362090211657,ALGO/USDT,SELL,trend,2.32,2025-12-15 10:00:00
BE_WIN,0.0,30,False,0.1154,0.1154,ALGO/USDT,SELL,trend,2.54,2025-12-17 06:30:00
LOSS,-1.0,27,False,0.1043,0.1063270076451551,ALGO/USDT,SELL,trend,3.01,2026-02-03 00:00:00
BE_WIN,0.0,83,False,0.0866,0.0866,ALGO/USDT,SELL,trend,3.25,2026-02-22 14:30:00
BE_WIN,1.72,16,True,0.086,0.0839378253879405,ALGO/USDT,SELL,trend,2.5,2026-02-23 14:00:00
LOSS,-1.0,6,False,3.0242,3.064065741788633,DOT/USDT,SELL,trend,3.06,2025-10-12 13:15:00
LOSS,-1.0,27,False,3.2114,3.3143381399705283,DOT/USDT,SELL,trend,3.0,2025-10-13 00:30:00
BE_WIN,0.89,1,False,3.3238,3.2794878363009903,DOT/USDT,SELL,trend,2.44,2025-10-13 11:00:00
LOSS,-1.0,6,False,3.3104,3.3607777671237313,DOT/USDT,SELL,trend,2.29,2025-10-13 16:15:00
WIN,2.55,28,True,3.3817,3.2025,DOT/USDT,SELL,trend,2.3,2025-10-13 23:15:00
BE_WIN,0.0,1,False,2.0868,2.0868,DOT/USDT,SELL,trend,2.87,2025-12-07 14:00:00
BE_WIN,0.0,3,False,1.9992,1.9992,DOT/USDT,SELL,trend,3.15,2025-12-15 13:00:00
BE_WIN,0.0,17,False,1.8895,1.8895,DOT/USDT,SELL,trend,2.21,2025-12-17 00:00:00
BE_WIN,0.0,55,False,1.5257,1.5257,DOT/USDT,SELL,trend,2.45,2026-02-03 02:00:00
BE_WIN,0.0,76,False,1.3114,1.3114,DOT/USDT,SELL,trend,3.13,2026-02-05 15:15:00
BE_WIN,0.0,24,False,1.364,1.364,DOT/USDT,SELL,trend,2.39,2026-02-08 02:15:00
LOSS,-1.0,27,False,1.2399,1.2909787656616776,DOT/USDT,SELL,trend,2.67,2026-02-11 07:15:00
LOSS,-1.0,2,False,3.5168,3.5474576670612814,ATOM/USDT,SELL,trend,1.92,2025-10-12 20:15:00
LOSS,-1.0,38,False,3.4748,3.558964943792374,ATOM/USDT,SELL,trend,2.94,2025-10-12 22:00:00
LOSS,-1.0,26,False,3.4485,3.6024034305930734,ATOM/USDT,SELL,trend,2.69,2025-10-13 11:15:00
BE_WIN,0.0,2,False,3.6413,3.6413,ATOM/USDT,BUY,trend,3.26,2025-10-13 20:45:00
LOSS,-1.0,12,False,3.643,3.561980621898588,ATOM/USDT,BUY,trend,2.33,2025-10-13 23:15:00
BE_WIN,0.0,59,False,3.4999,3.4999,ATOM/USDT,SELL,trend,2.34,2025-10-14 04:30:00
BE_WIN,1.03,13,True,3.2045,3.119149028953071,ATOM/USDT,SELL,trend,2.05,2025-10-17 06:15:00
LOSS,-1.0,32,False,3.1645,3.2128340873492887,ATOM/USDT,SELL,trend,2.7,2025-10-17 23:00:00
LOSS,-1.0,82,False,2.987,3.0414852564038912,ATOM/USDT,SELL,trend,2.44,2025-10-31 20:00:00
BE_WIN,2.19,16,False,2.5796,2.4343644273125276,ATOM/USDT,SELL,trend,2.44,2025-11-04 16:15:00
LOSS,-1.0,6,False,2.5689,2.6186240493938824,ATOM/USDT,SELL,trend,3.05,2025-11-05 10:45:00
BE_WIN,0.0,51,False,2.6133,2.6133,ATOM/USDT,SELL,trend,3.08,2025-11-06 05:00:00
BE_WIN,0.0,89,False,2.2298,2.2298,ATOM/USDT,SELL,trend,1.59,2025-12-05 16:00:00
BE_WIN,2.54,39,False,2.2258,2.164193464176596,ATOM/USDT,SELL,trend,3.08,2025-12-07 04:30:00
BE_WIN,0.9,8,False,2.2873,2.3060991904566293,ATOM/USDT,BUY,trend,2.87,2026-01-05 12:30:00
LOSS,-1.0,63,False,1.792,1.8600991612311948,ATOM/USDT,SELL,trend,2.24,2026-02-28 06:45:00
BE_WIN,0.0,60,False,1.7448,1.7448,ATOM/USDT,SELL,trend,3.37,2026-03-08 12:00:00
LOSS,-1.0,61,False,9.537,9.831343280742535,INJ/USDT,SELL,trend,2.21,2025-10-12 22:15:00
BE_WIN,1.31,49,True,9.78,9.343635012025043,INJ/USDT,SELL,trend,1.58,2025-10-14 02:00:00
BE_WIN,0.0,22,False,9.541,9.541,INJ/USDT,SELL,trend,1.57,2025-10-14 23:30:00
BE_WIN,1.32,97,True,8.895,8.3036669171235,INJ/USDT,SELL,trend,1.54,2025-10-16 15:30:00
BE_WIN,0.0,75,False,6.428,6.428,INJ/USDT,SELL,trend,1.74,2025-11-06 05:45:00
WIN,3.11,65,True,7.268,7.91,INJ/USDT,BUY,trend,2.92,2025-11-09 11:00:00
BE_WIN,0.0,51,True,4.914,4.914,INJ/USDT,SELL,trend,1.51,2025-12-17 01:30:00
BE_WIN,0.0,22,False,5.095,5.095,INJ/USDT,BUY,trend,3.11,2026-01-04 13:30:00
LOSS,-1.0,19,False,3.642,3.7047285288451772,INJ/USDT,SELL,trend,3.32,2026-02-03 00:00:00
BE_WIN,1.16,29,False,3.42,3.3060007186202367,INJ/USDT,SELL,trend,1.8,2026-02-05 07:45:00
LOSS,-1.0,36,False,3.17,3.3278103341760876,INJ/USDT,SELL,trend,3.3,2026-02-07 07:00:00
LOSS,-1.0,10,False,2.921,3.0952307538971517,INJ/USDT,SELL,trend,1.56,2026-02-28 08:00:00
BE_WIN,0.0,115,False,2.841,2.841,INJ/USDT,SELL,trend,3.26,2026-03-07 19:45:00
LOSS,-1.0,6,False,2.2727,2.3296556680180998,NEAR/USDT,SELL,trend,1.54,2025-10-12 13:15:00
BE_WIN,0.0,7,False,2.4637,2.4637,NEAR/USDT,SELL,trend,1.77,2025-10-13 03:15:00
LOSS,-1.0,4,False,2.1672,2.1833699094711156,NEAR/USDT,SELL,trend,3.37,2025-10-19 02:30:00
BE_WIN,0.0,1,False,1.9187,1.9187,NEAR/USDT,SELL,trend,2.6,2025-11-04 05:00:00
LOSS,-1.0,103,False,1.8138,1.9496382266143282,NEAR/USDT,SELL,trend,3.32,2025-11-04 17:00:00
BE_WIN,1.79,6,True,2.7486,2.870202079290174,NEAR/USDT,BUY,trend,1.89,2025-11-09 13:30:00
LOSS,-1.0,31,False,1.8096,1.8615910810582887,NEAR/USDT,SELL,trend,1.72,2025-11-22 15:00:00
BE_WIN,0.0,33,False,1.1801,1.1801,NEAR/USDT,SELL,trend,2.68,2026-02-01 15:00:00
BE_WIN,0.0,37,False,1.2078,1.2078,NEAR/USDT,SELL,trend,3.33,2026-02-02 23:00:00
LOSS,-1.0,14,False,0.9446,0.9745840218808365,NEAR/USDT,SELL,trend,3.43,2026-02-11 10:30:00
BE_WIN,0.0,1,False,1.3534,1.3534,NEAR/USDT,BUY,trend,2.47,2026-03-03 15:15:00
LOSS,-1.0,4,False,1.3716,1.3461440648181286,NEAR/USDT,BUY,trend,3.27,2026-03-03 20:30:00
LOSS,-1.0,81,False,22.57,23.427829090414093,AVAX/USDT,SELL,trend,2.09,2025-10-12 21:30:00
BE_WIN,0.0,8,False,20.134,20.134,AVAX/USDT,SELL,trend,1.83,2025-10-19 06:15:00
BE_WIN,0.0,16,False,19.485,19.485,AVAX/USDT,SELL,trend,2.95,2025-10-23 11:00:00
LOSS,-1.0,16,False,13.313,13.400725868989548,AVAX/USDT,SELL,trend,3.26,2025-11-23 10:00:00
BE_WIN,0.0,3,False,15.053,15.053,AVAX/USDT,BUY,trend,1.71,2025-11-28 08:00:00
BE_WIN,1.82,66,False,10.039,9.734587970034655,AVAX/USDT,SELL,trend,3.03,2026-02-03 02:30:00
LOSS,-1.0,79,False,8.215,8.453988295749044,AVAX/USDT,SELL,trend,2.8,2026-02-24 05:15:00
LOSS,-1.0,8,False,17.3598,17.608176723342137,LINK/USDT,SELL,trend,2.72,2025-10-12 10:15:00
BE_WIN,0.0,5,False,19.2126,19.2126,LINK/USDT,SELL,trend,1.92,2025-10-12 20:00:00
LOSS,-1.0,2,False,19.1878,19.353815105938104,LINK/USDT,SELL,trend,2.2,2025-10-13 05:45:00
LOSS,-1.0,12,False,19.5437,19.717265942915702,LINK/USDT,SELL,trend,2.2,2025-10-13 07:45:00
LOSS,-1.0,17,False,19.5599,19.895601383540413,LINK/USDT,SELL,trend,2.41,2025-10-13 14:15:00
LOSS,-1.0,31,False,20.0563,19.32482992285956,LINK/USDT,BUY,trend,2.53,2025-10-13 19:30:00
BE_WIN,0.0,27,False,15.2087,15.2087,LINK/USDT,SELL,trend,2.41,2025-11-05 20:30:00
BE_WIN,1.45,11,True,13.7229,13.881607957178089,LINK/USDT,BUY,trend,2.45,2025-12-06 14:15:00
BE_WIN,0.91,66,False,9.6215,9.389250069279703,LINK/USDT,SELL,trend,2.35,2026-02-03 02:45:00
BE_WIN,0.87,39,False,8.5731,7.97697138477716,LINK/USDT,SELL,trend,2.97,2026-02-05 15:00:00
LOSS,-1.0,37,False,8.879,9.008332974565654,LINK/USDT,SELL,trend,2.29,2026-02-08 02:30:00
LOSS,-1.0,26,False,9.1854,8.958021820453506,LINK/USDT,BUY,trend,3.12,2026-02-14 21:00:00
LOSS,-1.0,23,False,94.75,96.82676963269535,LTC/USDT,SELL,trend,2.29,2025-10-12 09:00:00
BE_WIN,0.0,37,False,97.92,97.92,LTC/USDT,SELL,trend,3.28,2025-10-13 04:15:00
BE_WIN,0.0,11,False,88.94,88.94,LTC/USDT,SELL,trend,3.16,2025-11-06 00:00:00
LOSS,-1.0,61,False,79.52,81.06465214593646,LTC/USDT,SELL,trend,3.13,2025-12-14 14:30:00
LOSS,-1.0,2,False,74.76,75.50069775887964,LTC/USDT,SELL,trend,2.16,2026-01-15 09:00:00
BE_WIN,0.0,11,False,72.1,72.1,LTC/USDT,SELL,trend,1.6,2026-01-15 23:30:00
BE_WIN,0.0,1,False,60.02,60.02,LTC/USDT,SELL,trend,2.75,2026-01-31 16:45:00
LOSS,-1.0,2,False,59.13,59.5838136743332,LTC/USDT,SELL,trend,1.91,2026-02-02 11:45:00
LOSS,-1.0,12,False,58.4,60.58012160736047,LTC/USDT,SELL,trend,3.36,2026-02-03 17:30:00
WIN,3.0,38,True,56.84,51.07,LTC/USDT,SELL,trend,3.0,2026-02-05 10:45:00
LOSS,-1.0,19,False,50.83,52.66062080537265,LTC/USDT,SELL,trend,3.12,2026-02-06 08:15:00
LOSS,-1.0,4,False,53.88,54.810539341241615,LTC/USDT,SELL,trend,3.02,2026-02-06 15:00:00
BE_WIN,0.0,88,False,55.05,55.05,LTC/USDT,SELL,trend,2.48,2026-02-06 18:00:00
LOSS,-1.0,3,False,52.92,53.11592289963303,LTC/USDT,SELL,trend,1.95,2026-02-20 00:45:00
LOSS,-1.0,11,False,53.37,53.69986562877209,LTC/USDT,SELL,trend,1.51,2026-02-20 06:15:00
BE_WIN,1.21,15,False,53.08,52.37330730421001,LTC/USDT,SELL,trend,3.43,2026-02-22 21:15:00
LOSS,-1.0,9,False,52.05,52.30929717780915,LTC/USDT,SELL,trend,2.23,2026-02-23 07:15:00
LOSS,-1.0,4,False,52.64,53.08928774614556,LTC/USDT,SELL,trend,3.49,2026-02-23 11:45:00
BE_WIN,0.0,82,False,54.15,54.15,LTC/USDT,SELL,trend,3.29,2026-03-22 08:15:00
LOSS,-1.0,18,False,53.55,54.314049981627285,LTC/USDT,SELL,trend,3.25,2026-03-23 06:30:00
LOSS,-1.0,8,False,53.62,54.379285181055614,LTC/USDT,SELL,trend,3.36,2026-03-30 06:30:00
LOSS,-1.0,5,False,52.18,52.541232718854516,LTC/USDT,SELL,trend,3.07,2026-04-03 02:30:00
LOSS,-1.0,6,False,1.5554,1.5813093118496857,FIL/USDT,SELL,trend,2.37,2025-10-12 13:15:00
BE_WIN,1.69,15,False,1.6966,1.621833697432568,FIL/USDT,SELL,trend,2.26,2025-10-14 03:00:00
BE_WIN,0.0,11,False,1.6749,1.6749,FIL/USDT,SELL,trend,2.84,2025-10-14 23:30:00
LOSS,-1.0,9,False,1.663,1.6876322817984253,FIL/USDT,SELL,trend,2.68,2025-10-15 06:00:00
LOSS,-1.0,38,False,1.3633,1.4098969338899763,FIL/USDT,SELL,trend,1.96,2025-11-05 08:00:00
LOSS,-1.0,97,False,2.7967,2.5098693723988763,FIL/USDT,BUY,trend,2.86,2025-11-09 14:30:00
LOSS,-1.0,66,False,1.9183,2.0108902411286405,FIL/USDT,SELL,trend,3.39,2025-11-16 16:45:00
WIN,2.12,41,True,1.868,1.78,FIL/USDT,SELL,trend,2.0,2025-11-20 06:45:00
LOSS,-1.0,10,False,1.0695,1.0895119049077358,FIL/USDT,SELL,trend,3.17,2026-02-03 02:00:00
BE_WIN,0.0,93,False,0.9401,0.9401,FIL/USDT,SELL,trend,3.4,2026-02-05 15:15:00
BE_WIN,1.79,72,True,0.974,0.9416402498912607,FIL/USDT,SELL,trend,1.62,2026-02-08 00:00:00
LOSS,-1.0,33,False,0.8995,0.9407117431676794,FIL/USDT,SELL,trend,3.13,2026-02-09 10:15:00
BE_WIN,2.16,31,False,0.9407,0.9214666426058524,FIL/USDT,SELL,trend,2.33,2026-02-09 23:00:00
LOSS,-1.0,147,False,0.8838,0.9217924416465128,FIL/USDT,SELL,trend,2.98,2026-02-10 19:15:00
